Job Code,Title,Hashtag,Description,Last Login,Posted By,Position,Posted In,Location,Views,Applications,Recruiter Actions
825061,Value Research - Associate - Ad Monetisation (2-5 yrs),#Ad Operations #Advertising #Marketing #BFSI Marketing #Digital Marketing #Web Analytics,"Seniority Level : Associate

Industry: Financial Services Capital Markets Investment Management

Employment Type: Full-time

Job Functions: Digital Marketing Advertising

Key Skills :

- Ad Serving, Adsense, Ad Exchanges, Written Communication, Google Analytics, Web Analytics Digital Marketing, Ad Tech, Video Advertising, DoubleClick for Publishers (DFP)

Job Description: Programmatic Associate

Job Title: Programmatic Associate - Ad Monetisation

- Implementation of AdSense and AdX for the entire ecosystem of the Website.

- Responsible for the ad monetization strategy of our website and develop a deep understanding of our different customers and their needs; leverage this understanding to optimize our ad-revenue strategy through Ad sense.

- Oversee daily ad revenue through Adsense.

- Design, manage and analyze ad revenue experiments through Adsense.

- Manage and optimize digital campaigns executed in a programmatic ecosystem (supply and demand side).

- Take an active part in the: work closely with developers and coordinate with various departments to identify new opportunities for growth and revenue.

Required Skills

- The ideal Candidate should have preferably professional experience with a similar environment including display, native ads, and Video Ads

- Have at least 2 year to 5 year experience in major ad serving platforms (DFP, AdX)

- Have proven experience working with a variety of stakeholders in the ad tech space including ad exchanges, agencies, ad verification providers.

- Is familiar with performance optimization and digital marketing platforms

- Strong skills on Google Analytics

- Have strong planning, execution, and excellent verbal/written communication skills

Salary: As per experience and expertise.",13 Apr 2020,Tapesh,HR at Value Research,Sales & Marketing Jobs,Noida,513,71,0
822976,Monetization Strategy Role (3-21 yrs),#Advertising #Marketing #Ad Operations,"Monetization Strategy Role (Must have worked for an Internet Company)

Job Description :

- Develop a monetization strategy in India by partnering with key stakeholders across predominantly sales/commercial functions.

- Define key performance metrics and set KPIs to drive business growth.

- Track business progress and provide consistent optimization for the business operation.

- Collaborate with cross-functional teams in HQ and India region to ensure effective cooperation.

- Conduct market research and provide insights to the business team.

Position Requirements :

- Min 3 years of experience working for internet companies, experience in digital advertising would be preferred.

- Deep understanding of the ads industry with demonstrable analytical skills.

- Excellent communication, organizational, and problem-solving skills.

- Fast learner, highly entrepreneurial with a good sense of judgment and original thinking.

- Fluency in Mandarin would be a distinct advantage.",29 May 2020,Shweta Singh,Senior Recruitment Specialist at Maven Workforce,Sales & Marketing Jobs,Bangalore/Gurgaon/Gurugram/Mumbai,3093,633,630
819665,Digital Marketing Specialist - eCommerce (2-6 yrs),#Campaign Management #Marketing #Digital Marketing #Advertising #Content Marketing #Web Analytics,"Digital Marketing Specialist-Amazon Ads

Purpose of this position:

- To create & implement programmatic campaigns for Medlife private brand products

- Reporting, dashboarding, performance review and optimization of all such campaigns

- Should be well-versed with fundamentals of online marketing, setting digital marketing campaigns from scratch in Amazon Ads.

- Should be able to perform customer-target research, channel-audience research, keyword research, Ad copy writing, & landing page optimization

- Good analytical skills with an ability to drive meaningful actions from large data sets

- Candidate should be good in written and verbal English communication to be able to interact & coordinate with internal & external teams

- Good hands on MS Excel, Google analytics and similar tools that aid in analysis and reporting

Responsibilities:

- To research on DSP, DMP for Medlife & finding suitable tools, platforms, vendors for launching Medlife's Campaign in this channel

- To optimise this channel by testing various campaign ideas, reporting & dashboarding results for taking quicker decisions

- To scale up this channel at good ROI for business and making it top contributor in revenue for Medlife

Expected Outcomes:

- Increased Revenue from this channel.

- ROI is as per business requirement

- ROI from individual campaigns is tracked, maintained and improved

- Ensure repeat rate from this channel is as per business requirements

Education:

- Any UG, PG.

- Good to have MBA but not mandatory.

Experience in Industry:

- Experience in start-ups, small teams required

- Experience in marketing team required

- Experience in health & wellness industry is preferred but not mandatory

- Experience to start content properties from scratch & take them to a decent level is required

- Understanding of metrics like conversion rate, visits, click through rate required.

Experience on Tools:

- Proficiency on Google-analytics to understand metrics of conversions & click through rates.

Mandatory:

- Passion for Customer satisfaction.

- Fanaticism for quality.

- Good Grasp on content & concepts of customer psychology for marketing

- Working understanding of digital marketing.

- Comfortable with lots of data analysis and data driven decision making.-

- Comfortable in coordinating with Vendors, Programmers, business teams & Content Writers regarding changes required in the sites

- Proven track record of delivering tangible results within their respective functions

- Attention to detail and the ability to effectively multi-task in a deadline driven atmosphere

- High levels of integrity, autonomy, and self-motivation.

- Excellent analytical, organizational, project management and time management skills.",22 May 2020,Sudeep V,Talent Advisory Partner at Catalyst Solutions,Sales & Marketing Jobs,Bangalore,28830,1278,269
819766,Manager - Digital Acquisition - Internet/Online (2-5 yrs),#Campaign Management #Digital Marketing #Marketing #Web Analytics,"Manager - Digital Acquisition

Experience & Skills :

- Deep technical expertise in setting up and running Paid marketing campaigns.

- Ability to thrive in a fast paced, rapidly evolving environment by executing and iterating rapidly.

- Strong digital marketing agency management skills. Ability to set campaign level goals and ensure implementation through external agency(s).

- Ability to work across functions and stakeholders.

- Very strong analytical skills and number orientation.

- Strong written and verbal communication skills

- Strong team and stakeholder management skills.

Roles & Responsibilities :

- Develop, implement and optimize Paid campaigns and digital marketing programs.

- Deliver on acquisition and ROI goals at a campaign level.

- Develop data-driven approaches and web analytics for reporting insights and optimizing campaigns.

- Monitory, identify and apply best practices in the digital marketing space and contribute to building the best in class marketing program.",29 May 2020,Harshi Agarwal,Senior Recruiter at Seven N Half,Sales & Marketing Jobs,Mumbai,888,244,103
822126,ByteDance - Account Manager - Digital Marketing (3-7 yrs),#Marketing #Digital Marketing #Campaign Management #Advertising #Media Marketing,"Responsibilities

1. Manage and grow post-sale client relationships with advertisers of all sizes

2. Coordinate with ad ops, product and R&D teams etc. internally to ensure a smooth and successful campaign execution

3. Work with internal teams to guide inventory allocation

4. Monitor and analyze ad campaigns, and proactively take initiative to improve results

5. Investigate and work directly with product & engineering teams to help them troubleshoot client issues during a campaign

6. Analyze campaign performance data to offer clients data-driven business insights and at the same time, use those insights to improve our advertising offerings

7. Share marketplace feedback and guide our advertising strategy

8. Support and work with sales team on pre-sale research and pitch

9. Conduct regular business reviews and take a consultative, long-term approach to build productive relationships with clients, in collaboration with the sales team

Qualifications

1. At least 3-7 years of experience in account management/client services roles in digital marketing  agency experience is a big plus.

2. Experience managing branding advertisers with a deep understanding of their challenges

3. Ability to analyze data and identify insights to assess campaign performance

4. Proactive attitude with excellent project management, organizational, and analytical skills

5. Experience diagnosing and solving technical problems with product and engineering teams is a big plus.

6. Strong verbal and written communication skills, ability to effectively translate technical language to non-technical stakeholders

7. Experience using Excel or Google Sheets

8. High attention to detail and very organized

9. Self-starter, fast learner who has critical thinking

10. Have a passion for Bytedance-owned properties like Tik Tok",28 May 2020,Manoj Kapri,HRBP at ByteDance,Sales & Marketing Jobs,Mumbai,1540,479,319
819941,CoinDCX - Growth Hacker (2-3 yrs),#Marketing #Growth Hacking #BFSI Marketing #Digital Marketing #Email Marketing,"Imagine :

- Cryptocurrency Traders are looking for a strong global platform that can help them trade faster, better and smarter. We have a platform that can solve their needs. Now we need to scale the number of active users multi-fold . Now there's a gap we want YOU to address.

- You fulfill the needs, wants and desires of our patrons by finding the key levers that enable them to use our platforms better. You help them do more. As the Growth Marketing, you ensure all of the above and more. You make a difference.

Key Role & Responsibilities :

- Operate closely with the growth, product, and marketing teams to identify high leverage growth opportunities

- Democratize growth idea generation across the team internally, and conduct external research to generate insights, ideas, and opportunities

- Own the entire growth process of prioritization, testing, and analyzing rigorously in coordination with the Product and Marketing Team

- Organize the testing history and all the key learning of the growth team at a single source which the entire team can access at any point in time

- Systematize and automate the ideas that have worked for the team within the respective team

- Evangelize growth across the team including Customer Success, Engineering, Finance, etc.

Must have skills :

- Must be well versed with product and marketing analytics including GA, Amplitude, etc.

- Must come with a couple of years of experience in Content, Influencer, Viral, Email, and Digital Marketing

- Should be entrepreneurial as the role demands risk and high accountability

- Should be creative and highly disciplined at the same time

- Should understand product-led growth along with the marketing/brand-led growth

- Should be analytical as growth teams are heavily data-driven

- Leadership skills to keep the team aligned and motivated",13 May 2020,Sumit Gupta,Founder at CoinDCX,Sales & Marketing Jobs,Mumbai,661,118,3
824396,Adda247 - Management Trainee - Digital Marketing (0-1 yrs),#Digital Marketing #Marketing #Education Marketing #Marketing Automation #Web Analytics,"Adda247 is hiring for the role of Management Trainee having experience of 0-1 Years or Freshers are welcome.

Requirements : B.E/B.Tech/MBA(Preferred)

Role/Having experience in: 

- Detail-oriented, and comfortable with advanced analytics.

- Managing digital marketing, user acquisition, growth marketing & monetization strategies across e-commerce.

- Dealing in with marketing automation tools like Oracle, mo-engage, WebEngage, a fair understanding of GA.

- Strong in People & process ops (process excellence)

- Ability to create & implement SOPs",25 May 2020,Simran Chaudhary,Senior Human Resource Recruiter at Adda247,Sales & Marketing Jobs,Gurgaon/Gurugram,803,206,2
824569,Samsung - Manager - Digital Marketing (3-10 yrs),#Marketing #Digital Marketing #FMCD Marketing #Social Media #Campaign Management #Advertising #SEM / SEO,"1. [Social Media Campaigns ] Develop social media strategy, create engaging content for social channels, drive engagements, analyze social data and derive insights and execute advertisement.

2.. [Digital campaigns ] Bring forward digital campaign ideas to drive website visits, search query volume. Develop campaign execution plan for the created contents with a set budget, execute digital campaign

3. [CDM/DMP ]Provide creative sequencing strategy for CDM/DMP campaign execution

4. [SEM/SEO]: List the search keywords for each product and execute search advertisement accordingly; increase ROI(Return on Investment) by regularly monitoring search advertisements; drive optimization of websites or social channels for search.

5. [Publisher] Develop content by working with agency partners and digital platform publishers to drive reach and engagement

6. [KPIs] Monitor KPIs and make tactical changes to optimize the communication",29 May 2020,Shivali,Manager Recruitment at Samsung India Pvt Ltd,Sales & Marketing Jobs,Gurgaon/Gurugram,1516,541,8
823412,ByteDance - Account Manager - Performance Marketing (3-7 yrs),#Marketing #Performance Marketing #Advertising #Campaign Management #Media Marketing #Digital Marketing,"Responsibilities :

1. Manage and grow post-sale client relationships with advertisers of all sizes

2. Coordinate with ad ops, product and R&D teams etc. internally to ensure a smooth and successful campaign execution

3. Work with internal teams to guide inventory allocation

4. Monitor and analyze ad campaigns, and proactively take initiative to improve results

5. Investigate and work directly with product & engineering teams to help them troubleshoot client issues during a campaign

6. Analyze campaign performance data to offer clients data-driven business insights and at the same time, use those insights to improve our advertising offerings

7. Share marketplace feedback and guide our advertising strategy

8. Support and work with the sales team on pre-sale research and pitch

9. Conduct regular business reviews and take a consultative, long-term approach to build productive relationships with clients, in collaboration with the sales team

Qualifications :

1. At least 3-7 years of experience in account management/client services roles in digital marketing agency experience is a big plus.

2. Experience managing branding advertisers with a deep understanding of their challenges

3. Ability to analyze data and identify insights to assess campaign performance

4. Proactive attitude with excellent project management, organizational, and analytical skills

5. Experience diagnosing and solving technical problems with product and engineering teams is a big plus.

6. Strong verbal and written communication skills, ability to effectively translate technical language to non-technical stakeholders

7. Experience using Excel or Google Sheets

8. High attention to detail and very organized

9. Self-starter, fast learner who has critical thinking

10. Have a passion for Bytedance-owned properties like Tik Tok",28 May 2020,Manoj Kapri,HRBP at ByteDance,Sales & Marketing Jobs,Gurgaon/Gurugram,2636,701,55
824445,Digital Media Buyer - Ayurveda Platform (2-5 yrs),#Digital Marketing #Social Media #Marketing #Campaign Management #Healthcare Marketing #Media Buying #Advertising,"Digital Media Buyer | Comprehensive Ayurveda Platform | GGN

- Our client is a Delhi based healthcare platform that is dedicated to Ayurveda and provides wellness solutions to its customers that is tailored and fine-tuned to their requirements. They have created a unique balance of Ayurvedic herbs and western medicine to come up with courses and medical advice which will not only rid their patients of the illness but also helps them bring the body back into balance.

- Their services are available across the globe, with over 65% of their client base being from US, UK, and Canada. The company's primary focus is on Ayurveda and taking the ancient knowledge to anyone who wishes to bring back balance to their health and apply the tools in their everyday life.

- As a Digital Media Buyer, you will be responsible for operating digital marketing platforms (Facebook, Youtube, Pinterest etc) optimally, with a sense of ownership. You will also handle advertising cost maintenance.

What you will do:

- Creating & Managing of Advertising/ Marketing Campaign

- Optimizing the campaigns for best results and Driving growth for the company.

- Interacting with the Brand Team (In-house & Agencies) for the creation of Marketing collaterals which has to be marketed at the lowest possible costs.

- Finding new advertising opportunities in terms of more advertising areas or in terms of ad platforms to increase the revenue while maintaining required profitability.

- Taking complete control & responsibility for the platforms in terms of selection of creatives, ad copies, campaigns & targeting for both the advertising Inventory as well as Demographic targeting of the audience for a specific product and budget allotment for each run campaigns.

- Creating an insightful report to give feedback for content creation for creating better creatives to help reduce advertising spends for reaching audiences.

- Running analysis for improving ROIs of advertising.

- Creating Analytical models to generate better performance.

- Evaluating various marketing strategies and creating an alternative path for better results.

What you need to have:

- B.Tech from A grade colleges, PG not compulsory

- Past experience with digital marketing platforms

- Good communication skills

- Should be able to work till long hours

- A go-getter

- Fresher from IIT, NIT who is inclined towards digital marketing can also be considered.

- Should have good analytics skills, Consulting background",29 May 2020,Akshay Datt,Founder at Unnati,Sales & Marketing Jobs,Delhi NCR/Gurgaon/Gurugram,574,101,44
