Job Code,Title,Hashtag,Description,Last Login,Posted By,Position,Posted In,Location,Views,Applications,Recruiter Actions
825030,SkillSanta - Manager - Sales (1-5 yrs),#Sales #Education Sales,"About Us:

SkillSanta is a platform aiming to make upskilling a lifestyle and transform the traditional recruitment process by empathizing with aspirants and companies alike

Designation: Sales Manager

Salary Offered : upto 9 LPA

Office Location:- WeWork Chromium, Mumbai (Office)

Experience:- Minimum 1 year

Shift:

1. Day Shift : Working hours - Between 9:30 am - 9:30 pm (Any 9 hours)

2. Night Shift :  Working hours - Between 9:30 pm - 9:30 am (Any 9 hours)

Primary Responsibilities:

- Initiating phone conversations with parents who complete the demo classes for their kids

- Intensely following up with the prospects and closing the sales within the sales cycle.

Additional Responsibilities:

- Diligently communicating and priming the lead through channels like email, WhatsApp, SMS, Calls

- Achieving the weekly targets in a high-pressure performance-driven competitive environment.

Reporting Team :

- Reporting Designation: Team Lead - Sales

- Reporting Department: B2C Sales

Educational qualifications preferred :

Category : High School Diploma/General Education, Technical Diploma/Technical Course, Bachelor's Degree, Master's Degree, Higher Secondary, Professional Course, Diploma

Field specialization: Business, Management, Marketing, and related support services

 Degree: Any Graduate/Post Graduate

Industry: Any

 Years of experience: Min 1 year

Key Performance Indicators - Sales Conversion :

Required Competencies:

- Selling and Sales Closure

Required Knowledge - Sales

Required Skills:

1. Exceptional communicator and influencer who can deliver sales pitch like a charm.

2. Result-driven with experience of extremely target centric job.

3. Confident and persevering risk-taker who thrives in a high-performance high-growth environment.

4. Self-learners with the high grasping ability so that you can learn about the product within 2 days

Required abilities :

Physical Fitness to work as per Industry regulations

Other details :

Contract Types: Permanent

Time Constraints: Full Time",29 May 2020,Gaurav,Hiring Manager at SkillSanta,Sales & Marketing Jobs,Mumbai,499,91,88
823627,Manager - Sales - EdTech (3-5 yrs),#Sales #Education Sales,"Location : Mumbai- Powai

Requirements : Immediate joining required

Field : Education Technology. Product is a blockbuster and has shown tremendous conversion potential (20%+) allowing significant upside for a passionate, high-energy growth hacker.

Profile :

Roles and Responsibilities include but not limited to :

A) Recruit, Train, and Coach the Sales Team :

1. Recruit and train to ensure that there is enough strength to handle the sales projections 15 days in advance

2. Provide training, help, and second voice to the sales advisors to help them achieve their targets

3. Develop rebuttals for the evolving customer queries and train the team members on the same

4. Work with the Training Manager to ensure the success of trainees

B) Set goals and measure/audit performance of each team member :

1. Develop sales target for each of the team member and explain them the same with deadlines

2. Measure daily, weekly, monthly performance trends of each team member and take corrective actions to match the organization's expectations

3. Conduct daily team hurdles to brief the team on the team and individual targets

4. Motivate team members to meet and exceed targets

5. Initiate Performance Improvement Plans for regular non-performers and provide training interventions, feedbacks in coordination with the Training Manager

6. Audit calls, emails to ensure productivity and 100% compliance to processes for each team member

C) Prepare Sales Reports and Strategy Recommendations :

1. Monitor CRM sales reports and present weekly/biweekly sales reports to management with recommendations

2. Ensure correctness of data at all times, report daily performance to the Sales Head

3. Ensure meeting daily/Monthly KPIs - Revenue, conversion%, Average Revenue per User, etc

D) Keep Informed of New Products and Services :

1. Learn about the benchmark sales practices and implement the same in the organisation

2. Study competition and train the team to handle questions related to competition

3. Learn about related news, products, services to ensure that the sales advisors evolve with the evolving customer requirements

4. Provide feedback to the organisation on product improvements changes to suit market requirements",29 May 2020,Recruitment Professional,Recruitment Professional at Victory Management Consulting Services,Sales & Marketing Jobs,Mumbai,1514,352,315
823660,Manager - Sales - Education (1-5 yrs),#Sales #Education Sales,"Profile Roles and Responsibilities include but not limited to:

1. Initiating phone conversations with parents who complete the demo classes for their kids

2. Intensely following up with the prospects and closing the sales within the sales cycle

3. Diligently communicating and priming the lead through channels like email, whatsapp, SMS, calls

4. Achieving the weekly targets in a high-pressure performance driven competitive environment

5. Monitoring self-performance at all times while also contributing to the team performance, keeping track of factors like conversion factor, Average revenue generated per lead, Average revenue per sale, etc

Skills/Abilities:

1. Exceptional communicator and influencer who can deliver sales pitch like a charm

2. Result driven with experience of extremely target centric job

3. Confident and persevering risk-taker who thrives in a high-performance high-growth environment

4. Self-learners with high grasping ability so that you can learn about the product within 2 days",29 May 2020,Yatin Bhabal,Partner at Vaayu Multiservices,Sales & Marketing Jobs,Mumbai,409,116,115
821486,Sales Manager - Education Firm (1-4 yrs),#Sales #Education Sales,"Profile Roles and Responsibilities include but not limited to:

1. Initiating phone conversations with parents who complete the demo classes for their kids

2. Intensely following up with the prospects and closing the sales within the sales cycle

3. Diligently communicating and priming the lead through channels like email, whatsapp, SMS, calls

4. Achieving the weekly targets in a high-pressure performance driven competitive environment

5. Monitoring self-performance at all times while also contributing to the team performance, keeping track of factors like conversion factor, Average revenue generated per lead, Average revenue per sale, etc

Skills/Abilities

1. Exceptional communicator and influencer who can deliver sales pitch like a charm

2. Result driven with experience of extremely target centric job

3. Confident and persevering risk-taker who thrives in a high-performance high-growth environment

4. Self-learners with high grasping ability so that you can learn about the product within 2 days",29 May 2020,Yatin Bhabal,Partner at Vaayu Multiservices,Sales & Marketing Jobs,Mumbai,2002,338,322
825055,Sales Manager - Business Development - Education (1-5 yrs),#Sales #Education Sales,"Sales Manager - Business Development

Skills Required :

- Exceptional communicator and influencer who can deliver sales pitch like a charm.

- Result driven with experience of extremely target centric job.

- Confident and persevering risk-taker who thrives in a high-performance high-growth environment.

- Self-learners with high grasping ability so that you can learn about the product within 2 days.

Roles and Responsibilities include :

- Initiating phone conversations with parents who complete the demo classes for their kids

- Intensely following up with the prospects and closing the sales within the sales cycle

- Diligently communicating and priming the lead through channels like email, whatsapp, SMS, calls

- Achieving the weekly targets in a high pressure performance driven competitive environment

- Monitoring self-performance at all times while also contributing to the team performance,

- Keeping track of factors like conversion factor, Average revenue generated per lead, Average revenue per sale, etc",29 May 2020,ARA Resources,Senior Recruiter at ARA Resources Pvt Ltd,Sales & Marketing Jobs,Mumbai,1021,216,216
824325,Manager - Inside Sales - EduTech Startup (1-3 yrs),#Inside Sales #Education Sales #Sales #Startup,"We have an incredibly rare opportunity for a growth-obsessed Sales expert to join a well-funded Education Technology start-up backed by bulge-bracket VCs and an award winning management team. The role is ideal for someone looking to accelerate their career progression well ahead of the normal curve by seeing a high-growth global business being built from scratch.

Roles and Responsibilities but not limited to :

1. Initiating phone conversations with parents who complete the demo classes for their kids

2. Intensely following up with the prospects and closing the sales within the sales cycle

3. Diligently communicating and priming the lead through channels like email, whats app, SMS, calls

4. Achieving the weekly targets in a high pressure performance driven competitive environment

5. Monitoring self-performance at all times while also contributing to the team performance, keeping track of factors like conversion factor, Average revenue generated per lead, Average revenue per sales, etc

Skills/Abilities :

1. Exceptional communicator and influencer who can deliver sales pitch like a charm

2. Result driven with experience of extremely target centric job

3. Confident and persevering risk-taker who thrives in a high-growth environment

4. Self-learners with high grasping ability so that you can learn about the product within 2 days

Location: Mumbai (Powai)",29 May 2020,Amar Parmar,Senior Talent Acquisition Specialist at Talent Stock Solutions Pvt Ltd,Sales & Marketing Jobs,Mumbai,464,96,14
824376,Program Advisor - Inbound/Outbound Call - eLearning/Education (3-7 yrs),#eLearning #Lead Generation #Sales #Education Sales,"Key responsibility:

- Inbound and Out Bound sales

- Interact with customers and suggesting them the best possible product as per their needs.

- Handling the entire sales cycle with ownership

- Promptly respond and support learners on various platforms.

- Generating leads and getting customers

- Maintaining sales reports and working on strategies to grow the business

- Always keep upskilling themselves about industry trends.

Skills Required:

- B2c Sales, Inbound Sales, Outbound Sales, Sales Reports, Technical Sales, Sales, Sales Cycle, Customer Interaction, Program Advisor",29 May 2020,ARA Resources,Senior Recruiter at ARA Resources Pvt Ltd,Sales & Marketing Jobs,Bangalore,552,97,97
825000,Manager - Business Development - Education (2-4 yrs),#Sales #B2B Sales #Corporate Sales #Education Sales,"Business Development Manager

Location: Gurgaon

Experience: 2- 4 years

B2B sales and B2C sales

working day: 6 days a week with a weekday off

Roles and Responsibilities/ Mission Statement:

- The BDM will be a custodian for revenue generation in the team

- Meet revenue numbers through team and individual targets

- Deep understanding of Sales, and be able to build the right plans from concept to execution.

- Distribute targets within the team & be accountable for a month on month/quarter on quarter target achievement

- Set up & Lead a team of 20 b2c sales executives (counselors) across Gurgaon

- Train & Lead 20 freshly hired campus graduates and convert them into a high performing & winning b2c sales team

- Individually contribute towards target achievement through individual b2c sales

- Motivate, Lead & work with the team to achieve the revenue targets

Eligibility Criteria:

- Willing to work 6 days a week

- Willing to work in an early-stage startup

- 3 to 8 years of Direct Sales work ex (Preferably in a b2c Startup)

Salary offered: 7-8LPA",29 May 2020,HR,HR Manager at Yo HR Consultancy,Sales & Marketing Jobs,Gurgaon/Gurugram,502,79,42
820437,3rdFlix - Head - Digital & B2C Sales - IIM/ISB/FMS/MDI (3-8 yrs),#Sales #Sales Strategy #Education Sales #Telesales,"Head - Digital Sales - B2C

Responsibilities :

1. Own a P&L, develop digital sales strategy and execute it.

2. Cost efficient customer acquisition and ensuring high volume of daily transactions.

3. Develop digital sales strategy and drive sales through digital platforms

4. Define, track and improve key metrics. Collate and analyze key daily/weekly/monthly data on various performance parameters and report key findings.

5. Generate new product ideas, enhancements to existing product and collate requests from both internal and external requestor.

6. Undertake market research and be an expert with respect to the competition.

7. Analyze internal systems and recommend enhancements to improve productivity.

Tele sales/ Educational sales experience preferred.

Key Roles and Responsibilities :

- Preferred Qualifications:

- MBA, Tier 1 b-school

- Strong analytical skills and agility to quickly understand and communicate the relationship between marketing results and business outcomes.

- Outstanding written, verbal, and presentation creation skills.

- Comfortable working across multiple simultaneous assignments and operating autonomously in ambiguous environments.

- Proficient in Excel and data analysis.

Skill and Knowledge Qualifications :

- Knowledge and experience in e-commerce marketing strategies including SEO/SEM, paid search advertising, affiliate marketing, and e-mail marketing in addition to basic sales and marketing management

- Knowledge and experience in social media platforms (Instagram, Twitter, Facebook etc)

- Develop and drive marketing communications

- Self-confident, strong work ethic, result-driven, self-motivated, able to work independently.

- Positive, Persistent, Hands-on, energetic, organized, and team player.",10 May 2020,Bhanu,CMO at 3RDFlix Visual Effects Pvt. Ltd.,Sales & Marketing Jobs,Hyderabad,644,159,10
824482,Manager - Sales - Educational Technology Startup (0-3 yrs),#Education Sales #Sales #Startup,"Salary Offered : 7-8 LPA

Profile Roles and Responsibilities include but not limited to:

1. Initiating phone conversations with parents who complete the demo classes for their kids

2. Intensely following up with the prospects and closing the sales within the sales cycle

3. Diligently communicating and priming the lead through channels like email, whatsapp, SMS, calls

4. Achieving the weekly targets in a high-pressure performance driven competitive environment

5. Monitoring self-performance at all times while also contributing to the team performance, keeping track of factors like conversion factor, Average revenue generated per lead, Average revenue per sale, etc

Skills/Abilities

1. Exceptional communicator and influencer who can deliver sales pitch like a charm

2. Result driven with experience of extremely target centric job

3. Confident and persevering risk-taker who thrives in a high-performance high-growth environment

4. Self-learners with high grasping ability so that you can learn about the product within 2 days",29 May 2020,Yatin Bhabal,Partner at Vaayu Multiservices,Sales & Marketing Jobs,Mumbai,3914,442,442
