Job Code,Title,Hashtag,Description,Last Login,Posted By,Position,Posted In,Location,Views,Applications,Recruiter Actions
825443,Indian Political Action Committee - Lead Analyst - Tamil Nadu Media Campaign (3-7 yrs),#Campaign Management #Marketing #Media Marketing #Public Relations,"Tamil Nadu Media Campaign Lead Analyst

About Job :

Indian Political Action Committee (I-PAC) is seeking professionals who can play a pivotal role in the election campaign for the upcoming Tamil Nadu Assembly Elections in 2021. After making a mark in an extensive Lok Sabha election campaign and assembly election campaigns across Bihar, Punjab, Uttar Pradesh, Uttarakhand, Andhra Pradesh, Maharashtra and Delhi, I-PAC is now gearing up for the Tamil Nadu Assembly Elections. If you are interested in politics and want to experience it from the close quarters, then read on.

Job Responsibilities :

- As part of I-PAC's Media team, members are expected to perform a wide range of activities, such as media coordination, developing media briefs for campaign and candidates, documenting media feedback structures and creating a solid media network for our various projects

- We are looking for people who understand media logic, can develop and maintain a healthy network with the media at the national, state, district, and assembly level; and represent the organization or the candidate in a confident, yet humble and professional manner. You need to think on your feet and have a nose for news

- We are looking for someone who is open to working long hours, sometimes all days of the week especially during campaigns; and flexible to move across multiple geographies if the situation so demands

Why Should You Apply?

- Mass-scale operations: Every campaign at I-PAC is crafted to engage millions of people, providing one a platform to interact, work and operate on a mass-scale;

- Impact-oriented: I-PAC's campaigns are agenda-specific, based on direct feedback from millions of citizens, with an aim to bring about a real difference in their lives. Our previous flagship initiatives across geographies such as Nitish Ke Saat Nischay, Captain De Nau Nukte, Aditya Samvad are a testament to this belief;

- Work with like-minded individuals: I-PAC's employees come from various backgrounds, offering one an opportunity to work in a diverse team;

- Work across various units: I-PAC's employees are offered the unique opportunity to indulge in a spectrum of activities with various units within the company;

- Grassroots experience: I-PAC provides a one-of-a-kind opportunity to experience the ground reality by involving its employees in strategizing, planning, and executing high impact on-ground campaigns;

- Political exposure: At I-PAC, one gets to experience and impact the political discourse; and attain knowledge and expertise in various processes associated with electioneering.

WHAT ARE WE LOOKING FOR?

- Prior experience in prominent Tamil Media Houses/ English Media House or Public Relations role is a must

- Should have a network with the State Media

- Someone who understands media logic can develop and maintain a healthy network with the media at national, state and district level

- Dynamic individual with strong academic records (graduation/post-graduation) from premier institutions

- Minimum 3 years of experience in media consulting and should have worked in top media organizations in the past

- Should be proficient in media structures, political landscape, and current affairs

- Should be able to plan, manage, and implement media campaigns & create content as well as coordinate and work with multiple teams

- Keen interest in politics and political change-making

- Ability to thrive in a fast-paced environment, solving complex problems on an everyday basis, and the tenacity to meet tight deadlines

- Excellent analytical skills and the ability to translate raw information into actionable strategies and initiatives

- Excellent communication skills in Tamil & English

Location: Base location to be out of Chennai, however, the candidate could be asked to relocate to other metros if necessary.

The link provided below will redirect you to a website. Please apply there as well.",30 May 2020,HR,Recruitment Head at Indian PAC Consulting Pvt Ltd,Sales & Marketing Jobs,Chennai/Tamil Nadu,34,3,Not reported because candidates submit the application on company website.
822015,ByteDance - Brand Strategist (3-5 yrs),#Brand Management #Marketing #Media Marketing #Digital Marketing #Campaign Management,"Responsibilities

- Support the sales team to come up with strategic sales proposals and secure inventory availability for clients

- Lead strategic planning initiatives including deck writing, budget and channel allocation and audience development

- Collaborate with content partnership and product colleagues to develop, test, execute, and measure ideas for specific brand and agency clients

- Knowledge of digital third-party servers, measurement, content and media verification partners

- Glean insights from data, and use that data to make client recommendations and inform future proposals

- Work with both sales and ad ops teams to timely launch, and assist in campaign optimizations to ensure revenue is maintained and balanced with client goals

- Prepare reports used by sales teams for forecasting, analysis, and budgeting

- Monitor campaign delivery and make adjustments/recommendations accordingly

- Participate in client communication and provide product recommendations with the sales team

- Campaign trouble-shooting when needed

Qualifications

- College degree

- 3-5 years- experience in digital media and marketing at an agency, publisher or brand.

- Superb understanding of Bytedance's owned-and-operated properties

- Demonstrated ability to manage multiple projects under tight deadlines in a fast-paced environment

- Excellent skills in MS Office (Excel, Word, PowerPoint); Knowledge of media syndicated research, media billing and ad servers.

- Strong understanding of digital marketing, especially the mobile, social landscape in India

- Excellent communication skills in person, over email and on the phone

- Self-starter, fast learner who is detail-oriented and has critical thinking

- Ability to work independently and as a team across different departments",29 May 2020,Gaurika Babal,Talent Partner at ByteDance Company,Sales & Marketing Jobs,Gurgaon/Gurugram,1890,625,106
822126,ByteDance - Account Manager - Digital Marketing (3-7 yrs),#Marketing #Digital Marketing #Campaign Management #Advertising #Media Marketing,"Responsibilities

1. Manage and grow post-sale client relationships with advertisers of all sizes

2. Coordinate with ad ops, product and R&D teams etc. internally to ensure a smooth and successful campaign execution

3. Work with internal teams to guide inventory allocation

4. Monitor and analyze ad campaigns, and proactively take initiative to improve results

5. Investigate and work directly with product & engineering teams to help them troubleshoot client issues during a campaign

6. Analyze campaign performance data to offer clients data-driven business insights and at the same time, use those insights to improve our advertising offerings

7. Share marketplace feedback and guide our advertising strategy

8. Support and work with sales team on pre-sale research and pitch

9. Conduct regular business reviews and take a consultative, long-term approach to build productive relationships with clients, in collaboration with the sales team

Qualifications

1. At least 3-7 years of experience in account management/client services roles in digital marketing  agency experience is a big plus.

2. Experience managing branding advertisers with a deep understanding of their challenges

3. Ability to analyze data and identify insights to assess campaign performance

4. Proactive attitude with excellent project management, organizational, and analytical skills

5. Experience diagnosing and solving technical problems with product and engineering teams is a big plus.

6. Strong verbal and written communication skills, ability to effectively translate technical language to non-technical stakeholders

7. Experience using Excel or Google Sheets

8. High attention to detail and very organized

9. Self-starter, fast learner who has critical thinking

10. Have a passion for Bytedance-owned properties like Tik Tok",28 May 2020,Manoj Kapri,HRBP at ByteDance,Sales & Marketing Jobs,Mumbai,1565,488,319
820970,Specialist - Digital Marketing/Client Servicing - Advertising/Media Firm (1-4 yrs),#Client Services #Social Media #Digital Marketing #SEM / SEO #Marketing #Campaign Management #Media Marketing,"Role : Digital Marketing / Client Servicing Specialist

Location : Gurgaon

Job Description :

1. Provide regular updates to clients on the progress of their projects and campaigns that directly affect each client

2. Develop open and effective channels of communication with each client that can be employed by other departments as well

3. Coordinate internal projects and determine the best utilization of resources to increase client satisfaction

4. Become the reliable point of contact for each customer that is required to establish a strong business relationship

5. End to End execution of marketing projects and Digital campaigns, including ideation

6. Mapping Client organization and team structure

7. Execution of Social Media Marketing efforts

8. Presenting of credentials and leveraging the same with Client

9. Generation of estimates and obtaining of budgetary approvals from Clients

10. Measure and report on performance of all digital marketing campaigns

11. Close interaction with design, planning, project management and execution teams to review delivery of services

12. Documentation and maintenance of Client archive and interaction history

Special Requirements :

1. Ability to prioritize the work and meet deadlines

2. Works independently and in teams

3. Strong analytical skills are essential

4. Excellent presentation, oral and written communication skills

5. Industry research capabilities, to understand Clients business environment

6. A good eye for details

7. Dynamic, self-motivated team player with a positive attitude to work, Patience, High Client orientation and business common sense

Preferred Candidate :

1. Looking for a candidate from the Advertising Industry/Media Industry/Digital Marketing Industry with min 1+yrs experience into Client Servicing.

2. Exposure to digital marketing will be an advantage",30 May 2020,Ashish,Director at Antrors HR Solutions,Sales & Marketing Jobs,Gurgaon/Gurugram,18250,1965,106
823412,ByteDance - Account Manager - Performance Marketing (3-7 yrs),#Marketing #Performance Marketing #Advertising #Campaign Management #Media Marketing #Digital Marketing,"Responsibilities :

1. Manage and grow post-sale client relationships with advertisers of all sizes

2. Coordinate with ad ops, product and R&D teams etc. internally to ensure a smooth and successful campaign execution

3. Work with internal teams to guide inventory allocation

4. Monitor and analyze ad campaigns, and proactively take initiative to improve results

5. Investigate and work directly with product & engineering teams to help them troubleshoot client issues during a campaign

6. Analyze campaign performance data to offer clients data-driven business insights and at the same time, use those insights to improve our advertising offerings

7. Share marketplace feedback and guide our advertising strategy

8. Support and work with the sales team on pre-sale research and pitch

9. Conduct regular business reviews and take a consultative, long-term approach to build productive relationships with clients, in collaboration with the sales team

Qualifications :

1. At least 3-7 years of experience in account management/client services roles in digital marketing agency experience is a big plus.

2. Experience managing branding advertisers with a deep understanding of their challenges

3. Ability to analyze data and identify insights to assess campaign performance

4. Proactive attitude with excellent project management, organizational, and analytical skills

5. Experience diagnosing and solving technical problems with product and engineering teams is a big plus.

6. Strong verbal and written communication skills, ability to effectively translate technical language to non-technical stakeholders

7. Experience using Excel or Google Sheets

8. High attention to detail and very organized

9. Self-starter, fast learner who has critical thinking

10. Have a passion for Bytedance-owned properties like Tik Tok",28 May 2020,Manoj Kapri,HRBP at ByteDance,Sales & Marketing Jobs,Gurgaon/Gurugram,2662,712,55
821974,Collegedunia.com - Community Manager (1-2 yrs),#Social Media #Public Relations #Campaign Management #Marketing Communications #Digital Marketing #Content Management #Content Marketing #IT Marketing #Education Marketing #Marketing,"About your new company!

Collegedunia is India's Largest College Discovery Platform and Personal Admission assistant. We are an education portal, matching students with the best colleges in India abroad. We help in college research, exam prep tips, application process & also provide insights on campus life.

Now let's help you understand the role !!

What we are looking for :

- We are looking for a digital-savvy Community Manager to take control of our online voice and build brand awareness and loyalty. The Community Manager will be responsible for aligning all company communications, PR, social media, and marketing content to create a strong brand identity. You will be the first point of contact for online fans and followers, thus developing an intimate relationship with the online community.

- To be successful in this role, you will need to have a deep passion for social media, stay abreast of new developments and opportunities in the industry, and be a strategic thinker. You must have an outgoing personality as in-person networking will also be part of the job.

Key roles and responsibilities :

- Develop a content plan.

- Create engaging content for all platforms, including blog pieces, articles, social media posts, newsletters, and videos.

- Engage with the online community and respond to comments and requests.

- Analyze web traffic and relevant community metrics.

- Relay community feedback to relevant internal stakeholders.

- Devise and implement community communication initiatives.

- Liaise with other departments to stay updated on new marketing initiatives, product and service developments, and to ensure brand consistency.

- Attend networking events or relevant industry workshops.

- Liaise with external agencies or journalists to ensure accurate brand representation.

- Analyze and improve the performance of the game's social media channels

- Grow content creators and influencer marketing of the game

- Plan, execute and track new initiatives and online content, through these content creators / influencers

- Review and analyse key metrics of content creators / influencers, and contribute to marketing strategy of the game

- Establish partnerships with content creators / influencers to broaden Collegedunia's engagement with the community

Knowledge, skills and requirements:

- A degree in communication, English, journalism, marketing or related field may be required.

- Experience with Facebook, Instagram, LinkedIn, Twitter, and YouTube is essential.

- Knowledge of Hootsuite or similar programs to manage online postings on different platforms.

- Proficient in Google Analytics.

- At least an year experience managing social media platforms.

- Strong writing and verbal communication skills.

- Knowledge of marketing trends and techniques.

- Superb time management skills.",30 May 2020,Isha Sharma,HR at Collegedunia,Sales & Marketing Jobs,Gurgaon/Gurugram,2663,539,84
824878,CupShup - Growth Manager (3-5 yrs),#Marketing #Campaign Management,"Growth Manager : Are you the go-to person for people when hell breaks loose? The one with ocean-wide patience and a deep pool of knowledge- got an idea of what are getting at? Nowhere near chaos, you will have to deal with a team of chai-crazed co-workers, rest assured it gets mayhemic at times. Think you- re up for it? Let's connect.

The work of a Growth Manager at CupShup involves :

- Manage the Business, Operations, Campaigns and Activations in the City. As CupShup deals with a very elaborate network of corporates, management skills are quintessential.

- Develop new partnerships with brands and corporates by working closely with the Company Heads and the Business Development team.

- Prepare, Plan, Execute and Manage the marketing campaigns and activations with a problem-solving attitude and quick decision-making ability.

- Flexible enough to work in an open culture office with a versatile Team, thus leading and mentoring them towards personal as well as organizational growth.

Skills required for the post :

- Previous work experience of 3 years or more.

- Sales and Leadership skills to manage and lead the Partnerships Team.

- Operations Management that involves working closely with the Operations Team that involves execution work.

- Sales and Marketing finesse to keep up with the recent trends and a go-getter attitude of getting things done.

- Team Management is an essential skill as CupShup because honestly we are a chai-crazed hyperactive lot here.

Apart from the basic professional requirements, we are looking for individuals who have an appetite for personal growth, ready to create a dent in the advertising arena and a thirst for more - Chai, preferably.",29 May 2020,HR,HR at CupShup,Sales & Marketing Jobs,Bangalore/Gurgaon/Gurugram,4173,1252,1132
820688,Vidzet Media - Lead - Social Media (1-5 yrs),#Social Media #Marketing #Online Marketing #Media Marketing #SEM / SEO,"We are hiring a seasoned and highly driven social media lead for one of our fashion e-commerce subsidiary.

- Please note: This is an equity-only position-

Requirements and Qualifications:

- 1-5 years of experience as a Social Media Specialist or similar role

- Social Media Strategist using social media for brand awareness and impressions

- Excellent knowledge of Facebook, Twitter, LinkedIn, Pinterest, Instagram, Google+ and other social media best practices

- Understanding of SEO and web traffic metrics

- Experience with doing audience and buyer persona research

- Good understanding of social media KPIs

- Familiarity with web design and publishing

- Excellent multitasking skills

- Great leadership skills

- Critical thinker and problem-solving skills

- Team player

- Good time-management skills

- Great interpersonal, presentation and communication skills",25 May 2020,GK,Founder at Vidzet Media,Sales & Marketing Jobs,Any Location,497,110,30
823907,Aliens Group - Head/Deputy Head - Marketing (2-5 yrs),#Marketing #Marketing Head #Real Estate Marketing #Public Relations #Marketing Communications,"- The Aliens Group Hyderabad is looking for a marketing head or deputy head from a top 3 IIM to join its team. The job responsibilities are listed below:

- Championing the Customer - product marketers play a key role in identifying the target customer and championing them throughout the product development process.

- Coordinate and execute customer research for validating key product hypotheses, such as product-market fit, definition of target customer, pricing strategy

- Create competitive overview of industry and products with deliverables such as internal digest of competitor news, competitive training, or collateral communicating product differentiation (monthly)

- Train R&D and sales teams on who the customer is and how the product helps them (mandatory)

- Develop buyer persona and customer segmentation as a resource for product development and marketing programs (mandatory)

- Collate and deliver regular stream of customer product feedback such as NPS, support issues, sales team feedback, and other channels (to be explored) (market fitment)

- Communicating Product Value - product marketers play a key role in conveying the product's value to the customer to engage, convert and retain them.

- Develop product messaging and positioning framework leveraged internally for content, support and sales to ensure a consistent outbound message (disruptive)

- Develop and internally coordinate launch plans including outbound go-to-market channels and internal team coordination (e.g., paid marketing, PR, support, legal, sales) to ensure consistent messaging

- Define product pricing by working with product and finance teams taking into account pricing strategy and competitive dynamics (mandatory)

- Create and distribute content and collateral communicating product value such as website content, sales collateral, videos (all touch points experience)

- Driving Product Distribution - product marketers play a key role in making sure these products reach their intended customers.

- Investigate and prioritize potential distribution channels (e.g., work with online marketing to assess media buying, business development to assess partnerships, product for in-product virality)

- Provide ownership and accountability for overall performance of product distribution efforts, such as budget management, team/agency coordination and performance metrics

- Ongoing testing, analysis and optimization of distribution channels to drive higher performance, such as landing page tests or assessing feedback from PR and social strategy

- Execute marketing programs such as webinars, offline events, media buying, social campaigns, often in collaboration with other teams

Positioning

Expert on your features, competitors and messaging, and should be a resource to various teams in the company.",30 May 2020,N Shriram,CSO at Aliens Group,Sales & Marketing Jobs,Hyderabad,797,118,118
824324,Vidyashilp Academy - Head - Admissions & Marketing - IIM/XLRI/FMS (3-10 yrs),#Education Marketing #Public Relations #Marketing #Marketing Communications #B2B Marketing,"We are a Bangalore based educational group with 7 institutions across K-12, and with plans of diversifying into higher education as well.

We are looking for a talented business development professional to handle admissions, marketing and brand building for the group.

Desired Educational Qualifications

- MBA from a Tier-1 College is a must (IIMs, XLRI, FMS etc.)

- 3 to 10 years of work experience

Responsibilities

- Own and deliver the admissions and enrollments target across all entities

- Build the brand of the organisation(s) through creative and innovative marketing, PR and communication solutions

- Develop alternate channels via B2B partnerships across preschools, corporates etc.

- Handle a team of business development and marketing professionals

- Conduct market research and analysis to evaluate trends, brand awareness and competition ventures. Develop a deep, on-ground understanding of the market and consequently develop growth and expansion plans

- Monitor progress of campaigns using various metrics and submit reports of performance.

Skills Required

- Proven experience of delivering sustainable growth

- High degree of attention to detail

- Ownership and persistence

- High level of comfort with significant degree of local travel

- Willing to work in a fast-paced setup

- Strong interpersonal skills and ability to work under pressure

- Proficient in MS Office and marketing software (e.g. CRM)

- Excellent communication and people skills

- Strong organizational and time-management abilities

- Ability to handle a team",29 May 2020,Sowmya Srinivasan,VP - Growth & Strategy at Vidyashilp Academy,Sales & Marketing Jobs,Bangalore,533,138,82
